image_id,age,maximum,mean,median,minimum,sigma,sum,variance,flatness,elongation,sphericity,solidity,bbox_3_rescaled,bbox_4_rescaled,bbox_5_rescaled,equivalent_ellipsoid_diameter_0_rescaled,equivalent_ellipsoid_diameter_1_rescaled,equivalent_ellipsoid_diameter_2_rescaled,equivalent_spherical_perimeter_rescaled,equivalent_spherical_radius_rescaled,feret_diameter_rescaled,perimeter_2d_rescaled,major_axis_length_2d_rescaled,minor_axis_length_2d_rescaled,surface_area_rescaled,bbox_volume_rescaled,convex_volume_rescaled,volume_rescaled
0,8.0,435.32323232323233,231.81565358151005,215.5446259469697,136.8080808080808,67.4789923387781,50966.181818181816,8476.601949579855,1.5254590941557327,1.5404999744947465,0.9760597111440031,0.815541425287568,1.8303333333333334,2.0717676767676765,2.544848484848485,1.3003900364188408,1.9475659332841906,2.943425072643821,41.89712174485998,0.9691584310163046,2.7985364785784665,6.422570473248506,2.481627512895592,1.3724409062719887,19.03756959302538,17.155821768353537,8.109028431727275,5.6708396789899
1,8.0,460.7096774193548,224.38005492101607,206.12924227150538,126.63440860215054,70.9851090804695,56809.06451612903,8270.087835696797,1.6293870381923243,1.492952322424366,0.8754382999925548,0.795868919634965,2.361720430107527,2.1151290322580643,2.778494623655914,1.3708860938160523,2.153062867185262,3.2309495887398567,48.90806250872912,1.0511651012520957,3.1622195411709217,7.325543284267225,2.8413185002845043,1.4736257589108945,24.355526378601553,21.93322365351613,10.160933367892474,6.959598002892474
2,8.0,510.3709677419355,252.92585763893513,232.6796875,141.6451612903226,81.9421294363398,46226.91935483871,12177.344482134473,1.4781676919351145,1.5760097432990294,1.013068784987634,0.8456218502963386,1.7296129032258065,1.7973387096774194,2.485016129032258,1.2591659252858,1.809925105030054,2.8369060634181267,37.82222243909032,0.9228417698942168,2.613555634235351,5.670415051128596,2.1526912051261498,1.2951058123800285,16.5773066994495,13.719542832483873,6.730957073032259,4.823200344483872
3,14.0,608.1862068965518,293.0620639182433,266.6163793103448,157.94827586206895,99.98589857273652,94890.18620689656,16773.811155084946,1.415236014632125,1.7196266894767969,0.9230582362732325,0.8073706436648189,1.9881206896551722,3.2678689655172413,2.3567862068965515,1.4982516118618143,2.0785920603129937,3.6853411828047746,55.40132745276996,1.1049966338657564,3.527489354428582,8.747192621244437,3.5317248993926693,1.5853321503034477,27.055333223293793,25.99612137392759,12.821609588896553,8.65754959598276
4,14.0,648.1805555555555,298.26415159196694,268.2511574074074,154.0185185185185,107.24312586171763,104264.39351851853,18925.97659898,1.424420477107039,1.6652473780211539,0.9009015862967571,0.7907939336459363,2.4479212962962964,3.031115740740741,2.4060509259259257,1.566702649584415,2.1803435458235505,3.665123200899126,57.82612231382502,1.1385006347689883,3.5631656133562353,9.041930676290162,3.5246403816841925,1.744031383150255,27.524134893604188,29.736536480564816,13.434219766837964,9.092603691175928
5,14.0,546.7481481481482,272.0738869903504,250.41427951388889,153.17037037037036,86.00651904373704,84179.6,11148.498631084547,1.4647118325021922,1.755708104438117,0.9125652008421803,0.7849903228304846,2.1533333333333333,3.1390814814814814,2.2729629629629633,1.4168273673207616,2.0314720965138386,3.678324072172713,53.608124615385535,1.076958162892352,3.493252531970722,8.949499991199042,3.568040305596259,1.5596672710982906,27.394193351115106,29.199423547103706,13.371971579185185,8.435549888874075
6,20.0,487.5655172413793,243.96316586269964,224.54876077586206,130.99310344827586,77.41782562757771,106942.24827586208,9129.42038161933,1.4881828010995,1.6839612925834653,0.8040586212354174,0.7782244792486017,2.5194,3.508448275862069,2.753296551724138,1.6577551038645448,2.3841601122014904,4.102233244505293,69.31871816116123,1.2432040316653006,4.012502404231988,10.161918291116871,3.9749692649265933,1.8374454614332654,36.029479005933155,39.587794464234484,18.37926722364138,11.898974278620692
7,20.0,442.2378048780488,228.04859390045016,211.73828125,126.2439024390244,69.43600531624783,77319.28658536586,6960.528745121912,1.6128743838346251,1.6337849981656918,0.8634954376462991,0.8070065324982939,2.219640243902439,3.2280304878048782,2.6529329268292683,1.4904503168632117,2.3325465359457147,3.931442907776722,60.451047486008086,1.1744192469343964,3.7030050804008243,8.767229787198385,3.6944511418804558,1.541158879443392,28.744134458171043,31.292334022542686,13.436362057298782,9.488527887353658
8,20.0,359.1483870967742,191.6219034938774,179.64725302419356,108.34838709677419,52.76960023182846,78788.92903225806,4414.103336480547,1.4775688740515955,1.6647379515123648,0.84471231405391,0.7786645052100194,2.2880903225806453,3.5092387096774194,2.5506580645161288,1.5904831079025072,2.274586116053228,3.8882217806792663,64.14249894581972,1.1854348666838712,3.8095453263445163,9.842298790622177,3.811786096262925,1.7906355861823777,33.458424102433554,35.48840590630968,17.09719622675484,10.85018974947742
9,245.0,865.5757575757576,368.63559849858603,323.8650568181818,173.4848484848485,155.07091188361343,157599.12121212122,41263.53751684256,1.2350980393665338,1.591278493221087,0.829497238989579,0.8137606466239624,2.779757575757576,2.672090909090909,2.1533333333333333,1.7017170440679588,2.122150310691688,3.458440759138736,61.58788471441955,1.1434490215541564,3.313590598933779,9.257626581514831,3.3021011945766428,1.9374214752278494,27.56177433502966,26.845264883727275,14.834385597242425,10.540409453757576
10,245.0,843.3,332.5824318308982,279.3984375,140.4,156.30656310526768,223415.0,36526.83510910438,1.3683422071683977,1.7438047294247128,0.888358313244342,0.8209039665685193,2.7455000000000003,3.6822000000000004,2.3579,1.7771281386667617,2.2671455544453076,4.189917511786581,77.72046427714362,1.2623996485133868,4.1596732665465925,10.781825084969459,3.93126908628021,2.0102857939389285,34.07116234454079,46.0048741084,20.903035020100003,15.6225165812
11,245.0,557.2105263157895,279.1976161245066,252.67166940789474,150.0,98.58577865353789,39635.21052631579,13333.290076189189,1.3582807511295305,1.6278060002710701,1.0426738145039114,0.853292963804138,1.785,2.074,1.734,1.225971524131624,1.6808392693804475,2.7755198447324974,34.3027207947403,0.8748370305201059,2.4752748570653185,6.389994693284419,2.51229640053986,1.3094793032541066,13.341061302448274,9.871818638,5.776592401,4.191000259
12,245.0,792.5,327.14139192705517,290.77734375,164.16666666666666,130.07419730306435,105132.0,29858.45987905393,1.1798321697458776,2.0462842926280143,0.8208707817012965,0.7694732539412391,2.4225,3.337666666666667,1.8303333333333331,1.5605181513792503,1.825351429227126,3.6893935098695234,54.03906324148354,1.0864895189736183,3.483112229725817,9.386959989484554,3.639642278378058,1.8317993246911641,25.93938325779534,24.667131444000006,12.226854543166668,8.379635727333334
13,30.0,500.0263157894737,266.3749447010092,247.9086485745614,158.4561403508772,76.14361464313247,69789.59649122808,10201.42785676183,1.32239305670081,1.6623156102419288,0.8765223891226319,0.8026969576587843,2.2043333333333335,2.705833333333333,2.1533333333333333,1.458024800140632,1.912910107517258,3.2409741242301164,47.84241255819239,1.0261534601641757,3.1435919003289716,8.076676872142496,3.0846141364477506,1.6501667288504203,22.987484394403698,22.901815211333336,10.100612135,7.004805553500001
14,30.0,613.2258064516129,307.00190871400895,283.2684811827957,173.6236559139785,95.58027861144049,106699.23655913978,13787.758142521167,1.4231691231572465,1.7472922594885731,0.861961584047733,0.806004998175438,2.427709677419355,3.2820967741935485,2.2714193548387094,1.5549856530513493,2.1414520495315363,3.877389722361316,59.34411085284763,1.1470566237875959,3.740950835749288,9.42734014813075,3.7917900454160285,1.7052215217243594,28.417346324376652,29.59686179383871,13.752516405569894,9.557263337548388
15,30.0,609.6352201257862,293.46446821852703,268.6596526139937,164.25157232704402,95.11447021201175,108473.47798742139,15582.110595907448,1.3906853059028754,1.6919390125222222,0.9106529777538799,0.7902773994485855,2.46414465408805,3.3051635220125783,2.183805031446541,1.5690179266171755,2.147999913877836,3.752861153288805,60.480360044095676,1.1446632873941736,3.6439342161212007,9.924098627129093,3.690787351550316,1.863891095283794,30.134429476481632,31.76898822955346,15.27909097210063,10.058402852534591
16,70.0,738.5555555555555,329.3727703702339,287.734375,167.19444444444446,126.75215767476766,146858.55555555556,27390.55905871677,1.3039158155527795,1.8005171868359322,0.902314680299736,0.8099159783163862,2.6737222222222226,3.0685000000000002,2.2789444444444444,1.6162064498526583,2.0419154820342977,3.8952108738490403,62.58995509032772,1.153840465090707,3.6536435606702207,9.360690191864826,3.708558689783597,1.7350712372624042,31.10535925787702,33.25176496225001,15.63974013988889,10.84616165913889
17,70.0,772.1272727272727,338.7168535853231,288.95383522727275,161.29090909090908,147.0095331195775,160749.34545454546,41634.06656818806,1.3809542947182227,1.5455201439537276,1.0186891749595184,0.8130989964121351,2.407818181818182,2.8835090909090906,2.3197272727272726,1.6232402787286588,2.1948225056253023,3.421875407895643,62.32886832907965,1.1391998570358102,3.3155274909875745,8.959614457401127,3.3210309468570687,1.8063758195855117,28.87993140258992,31.074091044345458,15.395819148654546,10.880251370654547
18,70.0,958.4375,399.0396334424631,340.2391357421875,180.59375,177.73503018642745,180934.109375,54002.97781379398,1.3630014787326181,1.8322319057090615,0.9878299170282575,0.8114780277337145,2.4225,3.56309375,2.3619375,1.6634572506507395,2.2223135960971105,4.179388978871934,67.53867744258625,1.2070106268328287,4.030272047642403,10.199376086564014,4.038330936517268,1.8208389352770793,32.34937022795763,33.73881022748438,17.486241360468753,11.780703529031252
19,8.0,814.90625,335.8109016446625,297.44482421875,159.76041666666666,137.5663804977718,105575.69791666667,29827.236878184733,1.4122653642330079,1.683522740178703,0.828536338668571,0.7667488169736156,2.9541041666666668,2.728677083333334,2.123052083333333,1.5191446559135873,2.150056605478192,3.559256314172053,55.71193920570561,1.1138387811874382,3.4955772388841595,9.912225437571724,3.5655578061662623,1.9925356270406949,28.18379421986593,29.87526881357292,14.103075763114584,8.732765483604167
20,8.0,948.4651162790698,377.4038816123532,325.5662699854651,169.6046511627907,169.91641404460043,125210.52713178295,40416.07603772769,1.3892401900479383,1.5715295516120737,0.8856580057663527,0.7911642976819665,2.989627906976744,2.4588062015503875,2.3661627906976745,1.5665243119281709,2.1569550931745742,3.4975492330164983,56.80450651348718,1.1165131778032387,3.4843464712665853,9.36289282964275,3.416450142364137,1.881659166509846,29.78825578982741,36.501753832899226,15.67204519688372,9.185520639697675
21,8.0,808.5,334.69277059140217,292.38350768008473,152.26271186440678,142.8249669593254,75415.2627118644,27926.609134797036,1.3908711082766767,1.5629381848914379,0.8289858572425771,0.7875218670578794,2.570313559322034,2.449872881355932,2.3266949152542376,1.5450204356679709,2.1144270763663715,3.2824547293297957,49.99974860887985,1.0890441992073354,3.208864454968282,8.050043416972143,3.126834622440764,1.7240675254771933,22.943905802016484,19.078930692677968,9.266737846466102,6.753361169627119
22,8.0,698.0,306.72736705290606,277.22240973907765,159.2135922330097,111.88204276495684,77882.01941747573,17498.297260741114,1.4143115511698172,1.6652925974841863,0.8840924477419007,0.7782257271358772,3.0042135922330098,2.1449708737864075,2.2359126213592235,1.4409158009296115,2.016572181487901,3.4420793617202725,50.25287363967792,1.0620085115007145,3.3216714067549975,8.55993186398795,3.359709033783826,1.6695002990016032,25.17575296260771,25.013929143223304,11.380853552058253,7.394315849194176
23,14.0,477.50877192982455,247.85519333839312,229.94976699561403,144.66666666666666,74.73961346469386,50009.245614035084,9162.062690104733,1.5203211963466838,1.569489340495548,0.9866716806302314,0.8281485933264324,2.4763333333333337,1.8190000000000002,1.9436666666666667,1.214292335776693,1.8142597159004725,2.9675319852699205,38.62587350152515,0.9225393641624745,2.7903347230820668,6.880246403209874,2.831658529850534,1.2710055536897975,18.09846443435399,17.290166959333334,7.2888760323333335,5.239193722
24,14.0,772.7198067632851,318.30579980925563,282.70861639492756,156.11111111111111,124.01669679881442,158079.96618357487,22046.628707987435,1.4768049595655819,1.9125552053948938,0.779567390353059,0.7557146937141537,3.4094444444444445,3.7137198067632853,2.5699565217391305,1.5861415327487862,2.316969372117827,4.659339143427143,73.48931886938429,1.260603519965835,4.6463388906625385,12.094302016455604,4.7851638859170675,1.8814712356345993,42.52465845128452,67.32702114971498,23.499576028908212,13.499981582169083
25,14.0,786.59375,327.48811752648976,291.8404296875,162.48125,125.20852040955154,165463.0,23833.25765813642,1.5070649483440095,1.890908949424474,0.8117954189721068,0.7483176043837366,3.6579750000000004,3.52271875,2.60015,1.6025517687335538,2.3918892457281156,4.659885344230964,75.57869091480691,1.282609533469166,4.647005710500597,12.405294122683411,4.746817208803016,1.9841977941458278,43.73928894199226,65.259221415525,24.396702851325003,13.878420649781251
26,14.0,663.0150943396227,295.4325736980289,266.2916273584906,154.3924528301887,105.61798051274674,112255.8,15959.697355316273,1.4418860470323631,1.802227404166299,0.8629013230611484,0.7667198137652989,2.3841056603773585,3.4518339622641507,2.7095433962264153,1.5159573357940694,2.1673349694989645,4.060465489925182,61.99494642999335,1.1633735494354203,3.9748866304903108,9.990960708532905,3.9331934325614917,1.738719637908347,34.723000451120974,46.353174309581135,18.30756906310566,10.435145238818869
27,20.0,348.3125,180.4535314095446,169.16726345486111,102.15972222222223,50.56552727735084,74690.8125,3559.6466569818517,1.5360777211662522,2.0756066821035715,0.7587683145446076,0.7305321766334498,2.810548611111111,4.304423611111111,2.4830625,1.469807967186833,2.1951817852627,4.803222170886986,67.68505191796666,1.2162555889567939,4.760488653572409,12.207497630721,4.95430078704323,1.736231295048659,41.605552285182895,60.026676203951396,21.933593549368055,11.779416442444445
28,20.0,474.59285714285716,232.99225524176939,215.2828125,127.02857142857142,73.59678528709041,96330.15,8414.91454830719,1.5566333387919375,2.3013123531579445,0.8319895305723084,0.7438503382054673,2.1687142857142856,4.600442857142857,2.4409571428571426,1.3883225671155948,2.142881143365074,5.094133325184308,66.02306218738624,1.2046200554766886,4.80323294918482,11.590749402965733,5.125835175949905,1.5322421164108644,38.19187424892452,42.97443709747143,18.61636690224286,11.265812061914286
