image_id,age,maximum,mean,median,minimum,sigma,sum,variance,flatness,elongation,sphericity,solidity,bbox_3_rescaled,bbox_4_rescaled,bbox_5_rescaled,equivalent_ellipsoid_diameter_0_rescaled,equivalent_ellipsoid_diameter_1_rescaled,equivalent_ellipsoid_diameter_2_rescaled,equivalent_spherical_perimeter_rescaled,equivalent_spherical_radius_rescaled,feret_diameter_rescaled,perimeter_2d_rescaled,major_axis_length_2d_rescaled,minor_axis_length_2d_rescaled,surface_area_rescaled,bbox_volume_rescaled,convex_volume_rescaled,volume_rescaled
29,20.0,423.0111111111111,221.60410298714413,207.5810763888889,130.85555555555555,60.2689961826108,86205.6888888889,5826.318879890091,1.449879893347406,1.7723220074567643,0.8751362313272433,0.7628884987076782,2.4278833333333334,3.4004722222222226,2.481716666666667,1.5090988493726663,2.1407043194000335,3.9248082552613015,61.23627578083954,1.1432593499040113,3.844238718749294,10.28197818533685,3.8532914902405198,1.7889288269238175,34.3267848061111,41.84369977168333,18.273821343722222,10.52265829593889
30,20.0,442.4791666666667,237.2841252108543,223.26475694444446,138.15972222222223,62.114278896856376,120144.44444444444,5438.725853843594,1.481695352792695,2.0053682903530894,0.78800349707106,0.7303851344292932,3.5395416666666666,3.853569444444444,2.7051250000000002,1.6032102652278057,2.356013048512569,4.962263009249083,77.35523162115321,1.3001883182785643,4.885790632760874,12.904291507969834,5.073111425244354,1.9582879115857397,46.837616143410564,68.13555571656946,26.208125112020834,14.329485994520834
31,245.0,481.5,242.4243843077253,224.61352163461538,136.85,71.99974135625048,105107.07307692307,7834.492694771908,1.5351227080357526,1.9021414647146166,0.8518147351363524,0.764062310990654,2.2473346153846157,4.125703846153846,2.5616384615384615,1.5204090125569458,2.280943509791237,4.515224755445423,67.83451468804192,1.220647517914862,4.378483997634209,11.123760646573267,4.4835019044008755,1.7384047239862273,37.229214524324995,42.829978922123075,20.10399726604231,11.840404545326924
32,245.0,508.64383561643837,263.27405568354624,245.6884631849315,152.08219178082192,74.44350290543292,128328.3904109589,8512.99301940525,1.4477664723277937,2.120751515662759,0.8107307102717046,0.7423770182950986,2.7455000000000003,4.362712328767123,2.6547945205479455,1.5325408857158114,2.1907048534898106,4.95560193505068,72.8887014444853,1.2371519276330813,4.87096859150089,12.560046160648554,4.975792820509322,1.8317078452981497,46.467572016445644,75.69669413415754,27.325832386280823,13.863605529828767
33,245.0,601.9021739130435,282.9430737008884,258.4311098845109,150.66304347826087,93.42834284718731,130157.03804347826,13049.138253162946,1.4796725997171243,1.7700990286315006,0.8232785882299198,0.7608982075840602,2.7033695652173915,3.5933750000000004,2.750766304347826,1.6183352263993518,2.363705240808971,4.276181730200167,70.41994627797497,1.2423821886891202,4.218454334332558,10.769628438563421,4.226269901345464,1.849957745574506,38.74759106229488,48.50645763343479,21.289063320005436,12.4852079235
34,30.0,656.0,299.0543258808517,272.28909560381356,156.4322033898305,102.42312501669375,146261.7372881356,15516.885512373987,1.419933004912993,1.9973754366646355,0.8493802895666748,0.7559448170600886,2.6387457627118645,4.327652542372881,2.5456779661016946,1.6361740445539872,2.291990653934139,4.744045815424993,74.83306996633326,1.2700340931646463,4.7410117918287895,12.269832766452383,4.768573139099545,1.9697274511631464,43.44112860463717,55.51304004742373,24.01658354377966,13.941658446381357
35,30.0,588.993288590604,293.71806612647003,272.2032822986577,164.38255033557047,87.82903111474903,145975.37583892618,12315.679162808894,1.4707661541885155,2.148867514787295,0.7855908043859985,0.7331889474556539,2.688053691275168,4.506825503355705,2.3845637583892616,1.4857511236386562,2.1458687147705313,4.911410714378716,71.47705318414826,1.2165790565017411,4.826406496671879,12.702974247606301,5.0375456047994795,1.850341435250384,43.957126874001155,64.60636272497317,25.63759630102685,13.640334760429532
36,30.0,733.5753424657535,318.3932331819689,287.4674657534247,166.57077625570776,113.5778014602408,181398.2191780822,21991.54971377957,1.406650701482551,2.2880961728867955,0.8412626693102002,0.7388702035903666,2.81703196347032,4.529374429223744,2.5338538812785387,1.5366863570359655,2.1246146385699536,5.156109750657305,74.76047004478951,1.2355563876590918,5.024259668115148,12.827737885571038,5.30307002463529,1.8495105033642936,47.13209634578875,76.64663135481736,28.608597696077627,14.708601115356165
37,70.0,391.82589285714283,205.31135677535562,193.074951171875,118.57589285714286,55.07524854652951,71492.19196428571,4392.766032964738,1.5000270872713357,1.9131422921592713,0.7744681217701357,0.7326536060215595,2.7080089285714286,3.8183214285714286,2.464316964285714,1.486651004714703,2.1936664489854727,4.307527121524481,62.194099748024065,1.175526488464999,4.280865888212582,11.352870026011614,4.454040368422109,1.8711360309830776,37.63995379674828,47.601810911339285,19.640372990705362,10.240361762008929
38,70.0,580.6962962962963,285.925555165419,264.20225694444446,158.25925925925927,86.65396540895078,140262.7925925926,12436.322833060509,1.4428618712608077,1.8913911297646915,0.8007754751426991,0.7514645670023254,2.96202962962963,3.7109111111111113,2.6462074074074073,1.582215687752904,2.236884129904278,4.423226066563899,70.59865241936537,1.2213669282390316,4.344652141728021,11.327425194378517,4.505604881436063,1.8324149321538004,41.87355951069386,69.00905848014816,25.19906482901482,13.06044982202963
39,70.0,604.4761904761905,280.790746022888,258.2333705357143,146.75238095238095,91.65326026325913,163234.65714285715,13121.869513472297,1.438758019615124,2.092055949955582,0.8153696269952125,0.7352702306253568,3.2792190476190473,4.119019047619048,2.8208666666666664,1.6330899978319415,2.2952396216802846,5.073691114158616,79.47736267806543,1.2943365982390571,4.8837548844989085,12.222463005777076,5.016303353413838,1.8949263248675696,48.15087132408004,80.50804828588572,28.58319100527619,15.54003606101905
